subject,task_key,task_bids,band,channel,power
04,gen1,genMusic01,Beta,F7,9.087261332091931e-12
04,gen1,genMusic01,Beta,F8,4.637457016077744e-12
04,gen1,genMusic01,Beta,T7,3.813097636083261e-12
04,gen1,genMusic01,Beta,T8,6.9347629758553414e-12
04,gen1,genMusic01,Beta,P7,1.0040340220886296e-09
04,gen1,genMusic01,Beta,P8,7.560275052734614e-12
04,gen1,genMusic01,Beta,Fz,2.9401704792738373e-12
04,gen1,genMusic01,Beta,Cz,7.498273746777355e-13
04,gen1,genMusic01,Beta,Pz,4.253687153018556e-12
04,gen1,genMusic01,Beta,Oz,8.135881155120803e-12
04,gen1,genMusic01,Beta,FC1,1.7661085238463817e-12
04,gen1,genMusic01,Beta,FC2,1.7131528117958197e-12
04,gen1,genMusic01,Beta,CP1,2.5390926954869266e-12
04,gen1,genMusic01,Beta,CP2,1.75728644642247e-12
04,gen1,genMusic01,Beta,FC5,2.5592916104499385e-12
04,gen1,genMusic01,Beta,FC6,2.6916958453687963e-12
04,gen1,genMusic01,Beta,CP5,3.672031935546252e-12
04,gen1,genMusic01,Beta,CP6,3.50608765163887e-12
04,gen1,genMusic01,Beta,TP9,9.12420007774683e-12
04,gen1,genMusic01,Beta,TP10,8.501819362934192e-12
04,gen1,genMusic01,Beta,POz,5.301586698537603e-12
04,gen2,genMusic02,Delta,Fp1,1.7122955409555585e-10
04,gen2,genMusic02,Delta,Fp2,1.5294794196419082e-10
04,gen2,genMusic02,Delta,F3,2.6409200145245312e-11
04,gen2,genMusic02,Delta,F4,3.3981016293233085e-11
04,gen2,genMusic02,Delta,C3,8.577804021452827e-12
04,gen2,genMusic02,Delta,C4,1.4778224153869012e-11
04,gen2,genMusic02,Delta,P3,1.0101362168190678e-11
04,gen2,genMusic02,Delta,P4,2.2491033908036577e-11
04,gen2,genMusic02,Delta,O1,2.361384127101562e-11
04,gen2,genMusic02,Delta,O2,3.595946023940936e-11
04,gen2,genMusic02,Delta,F7,6.703155761278474e-11
04,gen2,genMusic02,Delta,F8,5.1541421957028495e-11
04,gen2,genMusic02,Delta,T7,4.08760126882763e-11
04,gen2,genMusic02,Delta,T8,7.181026156114017e-11
04,gen2,genMusic02,Delta,P7,3.137645622412645e-11
04,gen2,genMusic02,Delta,P8,6.317492475008302e-11
04,gen2,genMusic02,Delta,Fz,1.4314840259272025e-11
04,gen2,genMusic02,Delta,Cz,9.501890672023796e-12
04,gen2,genMusic02,Delta,Pz,1.4549658644142195e-11
04,gen2,genMusic02,Delta,Oz,2.8970632144475538e-11
04,gen2,genMusic02,Delta,FC1,7.9172365316064e-12
04,gen2,genMusic02,Delta,FC2,7.057556869950153e-12
04,gen2,genMusic02,Delta,CP1,1.023989502255391e-11
04,gen2,genMusic02,Delta,CP2,1.437140211167599e-11
04,gen2,genMusic02,Delta,FC5,3.067419032686919e-11
04,gen2,genMusic02,Delta,FC6,2.849027241420073e-11
04,gen2,genMusic02,Delta,CP5,1.4356668510040553e-11
04,gen2,genMusic02,Delta,CP6,3.478723248165227e-11
04,gen2,genMusic02,Delta,TP9,8.935766680804989e-11
04,gen2,genMusic02,Delta,TP10,1.5516206824408116e-10
04,gen2,genMusic02,Delta,POz,1.624743641288266e-11
04,gen2,genMusic02,Alpha,Fp1,4.2051064327844195e-11
04,gen2,genMusic02,Alpha,Fp2,6.799570995785863e-11
04,gen2,genMusic02,Alpha,F3,1.0114326491281828e-11
04,gen2,genMusic02,Alpha,F4,1.0242614565411288e-11
04,gen2,genMusic02,Alpha,C3,1.7154966814013458e-12
04,gen2,genMusic02,Alpha,C4,3.895749647905798e-12
04,gen2,genMusic02,Alpha,P3,1.8559859074841703e-11
04,gen2,genMusic02,Alpha,P4,2.0534683794822e-11
04,gen2,genMusic02,Alpha,O1,6.285987966511893e-11
04,gen2,genMusic02,Alpha,O2,6.190644452628021e-11
04,gen2,genMusic02,Alpha,F7,1.8917119290252648e-11
04,gen2,genMusic02,Alpha,F8,1.4447951209552929e-11
04,gen2,genMusic02,Alpha,T7,1.5837252458923223e-11
04,gen2,genMusic02,Alpha,T8,1.7766491047547806e-11
04,gen2,genMusic02,Alpha,P7,2.724046333570361e-11
04,gen2,genMusic02,Alpha,P8,4.3819560777688026e-11
04,gen2,genMusic02,Alpha,Fz,1.1713559970941265e-11
04,gen2,genMusic02,Alpha,Cz,1.7824673948012703e-11
04,gen2,genMusic02,Alpha,Pz,2.1406729166770755e-11
04,gen2,genMusic02,Alpha,Oz,6.417321172960027e-11
04,gen2,genMusic02,Alpha,FC1,6.178765811200051e-12
04,gen2,genMusic02,Alpha,FC2,7.053656385887622e-12
04,gen2,genMusic02,Alpha,CP1,1.5006166623420135e-11
04,gen2,genMusic02,Alpha,CP2,1.2653823812125384e-11
04,gen2,genMusic02,Alpha,FC5,6.306528774872623e-12
04,gen2,genMusic02,Alpha,FC6,6.736379870395971e-12
04,gen2,genMusic02,Alpha,CP5,1.3178924273083074e-11
04,gen2,genMusic02,Alpha,CP6,1.628895103129809e-11
04,gen2,genMusic02,Alpha,TP9,6.328028916582165e-11
04,gen2,genMusic02,Alpha,TP10,6.033195620755575e-11
04,gen2,genMusic02,Alpha,POz,3.080800557745986e-11
04,gen2,genMusic02,Beta,Fp1,1.176074872035769e-11
04,gen2,genMusic02,Beta,Fp2,4.033691885088477e-12
04,gen2,genMusic02,Beta,F3,1.7390265474881164e-11
04,gen2,genMusic02,Beta,F4,4.15650002739793e-12
04,gen2,genMusic02,Beta,C3,1.722676753955176e-12
04,gen2,genMusic02,Beta,C4,2.4081819694369146e-12
04,gen2,genMusic02,Beta,P3,3.4184207950766638e-12
04,gen2,genMusic02,Beta,P4,2.5958523542165793e-12
04,gen2,genMusic02,Beta,O1,3.948126739126322e-12
04,gen2,genMusic02,Beta,O2,4.335674802687199e-12
04,gen2,genMusic02,Beta,F7,5.038130990891206e-12
04,gen2,genMusic02,Beta,F8,2.3567920869024166e-12
04,gen2,genMusic02,Beta,T7,1.4917917403816653e-12
04,gen2,genMusic02,Beta,T8,2.4157858734130417e-12
04,gen2,genMusic02,Beta,P7,5.805944779325172e-10
04,gen2,genMusic02,Beta,P8,3.970531637940662e-12
04,gen2,genMusic02,Beta,Fz,2.1935539255405285e-12
04,gen2,genMusic02,Beta,Cz,8.619471491134088e-13
04,gen2,genMusic02,Beta,Pz,2.0580275956760132e-12
04,gen2,genMusic02,Beta,Oz,4.056275758125962e-12
04,gen2,genMusic02,Beta,FC1,1.4777950320935095e-12
04,gen2,genMusic02,Beta,FC2,1.4698303612788332e-12
04,gen2,genMusic02,Beta,CP1,1.1369499099276782e-12
04,gen2,genMusic02,Beta,CP2,1.3152992140875191e-12
04,gen2,genMusic02,Beta,FC5,2.032986542107538e-12
04,gen2,genMusic02,Beta,FC6,1.3250458498479473e-12
04,gen2,genMusic02,Beta,CP5,1.5193200307824437e-12
04,gen2,genMusic02,Beta,CP6,1.8505294736301573e-12
04,gen2,genMusic02,Beta,TP9,2.621743103830356e-12
04,gen2,genMusic02,Beta,TP10,5.50765640035724e-12
04,gen2,genMusic02,Beta,POz,2.465416019700366e-12
04,gen3,genMusic03,Delta,Fp1,8.422841442487558e-11
04,gen3,genMusic03,Delta,Fp2,8.567999872472417e-11
04,gen3,genMusic03,Delta,F3,2.677307640226545e-11
04,gen3,genMusic03,Delta,F4,4.4722726104293386e-11
04,gen3,genMusic03,Delta,C3,9.413495897398922e-12
04,gen3,genMusic03,Delta,C4,1.560006807829245e-11
04,gen3,genMusic03,Delta,P3,1.5416408323388194e-11
04,gen3,genMusic03,Delta,P4,2.436814575809106e-11
04,gen3,genMusic03,Delta,O1,5.169067416222081e-11
04,gen3,genMusic03,Delta,O2,5.3271677884109805e-11
04,gen3,genMusic03,Delta,F7,7.654692089925786e-11
04,gen3,genMusic03,Delta,F8,7.692655610282594e-11
04,gen3,genMusic03,Delta,T7,5.750512778728393e-11
04,gen3,genMusic03,Delta,T8,8.267587539615795e-11
04,gen3,genMusic03,Delta,P7,4.4221157453195345e-11
04,gen3,genMusic03,Delta,P8,7.1907105534232e-11
04,gen3,genMusic03,Delta,Fz,2.5853944813379213e-11
04,gen3,genMusic03,Delta,Cz,1.0097491451868265e-11
04,gen3,genMusic03,Delta,Pz,1.4529500436334633e-11
04,gen3,genMusic03,Delta,Oz,4.592818450798735e-11
04,gen3,genMusic03,Delta,FC1,1.2505788890722823e-11
04,gen3,genMusic03,Delta,FC2,1.3294205001772164e-11
04,gen3,genMusic03,Delta,CP1,7.77104862366575e-12
04,gen3,genMusic03,Delta,CP2,1.2053948669054139e-11
04,gen3,genMusic03,Delta,FC5,4.108359755131964e-11
04,gen3,genMusic03,Delta,FC6,3.95698908022653e-11
04,gen3,genMusic03,Delta,CP5,2.3896787842027693e-11
04,gen3,genMusic03,Delta,CP6,3.346552130260613e-11
04,gen3,genMusic03,Delta,TP9,1.4406059579097983e-10
04,gen3,genMusic03,Delta,TP10,1.7051124554334597e-10
04,gen3,genMusic03,Delta,POz,2.3413505558780344e-11
04,gen3,genMusic03,Alpha,Fp1,4.597636399346371e-11
04,gen3,genMusic03,Alpha,Fp2,6.62190817282844e-11
04,gen3,genMusic03,Alpha,F3,1.5798168760823536e-11
04,gen3,genMusic03,Alpha,F4,1.1901009963765816e-11
04,gen3,genMusic03,Alpha,C3,7.298976650605232e-12
04,gen3,genMusic03,Alpha,C4,6.3962213973281985e-12
04,gen3,genMusic03,Alpha,P3,2.3077137510159162e-11
04,gen3,genMusic03,Alpha,P4,2.926223152229847e-11
04,gen3,genMusic03,Alpha,O1,6.875824380626612e-11
04,gen3,genMusic03,Alpha,O2,7.421261123157139e-11
04,gen3,genMusic03,Alpha,F7,4.153572338072646e-11
04,gen3,genMusic03,Alpha,F8,3.2683347937306855e-11
04,gen3,genMusic03,Alpha,T7,4.1576382898344006e-11
04,gen3,genMusic03,Alpha,T8,4.4046989639861064e-11
04,gen3,genMusic03,Alpha,P7,2.730667171670749e-11
04,gen3,genMusic03,Alpha,P8,7.581958507546701e-11
04,gen3,genMusic03,Alpha,Fz,1.647923277200592e-11
04,gen3,genMusic03,Alpha,Cz,1.4189635942349658e-11
04,gen3,genMusic03,Alpha,Pz,2.307304608055774e-11
04,gen3,genMusic03,Alpha,Oz,7.262698082309689e-11
04,gen3,genMusic03,Alpha,FC1,8.731768504946685e-12
04,gen3,genMusic03,Alpha,FC2,8.147801985251478e-12
04,gen3,genMusic03,Alpha,CP1,1.2751463899410209e-11
04,gen3,genMusic03,Alpha,CP2,1.0784507470752372e-11
04,gen3,genMusic03,Alpha,FC5,2.2267471474668235e-11
04,gen3,genMusic03,Alpha,FC6,1.823678931034759e-11
04,gen3,genMusic03,Alpha,CP5,2.107643562631675e-11
04,gen3,genMusic03,Alpha,CP6,2.951313166778887e-11
04,gen3,genMusic03,Alpha,TP9,1.1174801787128117e-10
04,gen3,genMusic03,Alpha,TP10,1.437721667082308e-10
04,gen3,genMusic03,Alpha,POz,3.797970813571077e-11
04,gen3,genMusic03,Beta,Fp1,1.223045735659527e-11
04,gen3,genMusic03,Beta,Fp2,6.343049666595743e-12
04,gen3,genMusic03,Beta,F3,2.278335401923136e-11
04,gen3,genMusic03,Beta,F4,5.83408077466242e-12
04,gen3,genMusic03,Beta,C3,1.1547751919650158e-12
04,gen3,genMusic03,Beta,C4,2.979369898545577e-12
04,gen3,genMusic03,Beta,P3,4.983902842841205e-12
04,gen3,genMusic03,Beta,P4,2.9153304471055162e-12
04,gen3,genMusic03,Beta,O1,5.37840237002778e-12
04,gen3,genMusic03,Beta,O2,5.220988819793858e-12
04,gen3,genMusic03,Beta,F7,9.12334820048808e-12
04,gen3,genMusic03,Beta,F8,4.222978669820639e-12
04,gen3,genMusic03,Beta,T7,2.687465457778215e-12
04,gen3,genMusic03,Beta,T8,2.8389207576031043e-12
04,gen3,genMusic03,Beta,P7,1.2706116114881017e-10
04,gen3,genMusic03,Beta,P8,3.981267584347504e-12
04,gen3,genMusic03,Beta,Fz,2.8049801942234223e-12
04,gen3,genMusic03,Beta,Cz,6.253528614465504e-13
04,gen3,genMusic03,Beta,Pz,2.4240998171492846e-12
04,gen3,genMusic03,Beta,Oz,5.181227036466997e-12
04,gen3,genMusic03,Beta,FC1,1.3150242876552115e-12
04,gen3,genMusic03,Beta,FC2,1.525940917481741e-12
04,gen3,genMusic03,Beta,CP1,9.787719106896233e-13
04,gen3,genMusic03,Beta,CP2,9.575948477338304e-13
04,gen3,genMusic03,Beta,FC5,2.1144203186100265e-12
04,gen3,genMusic03,Beta,FC6,1.921661842576567e-12
04,gen3,genMusic03,Beta,CP5,2.049211712368587e-12
04,gen3,genMusic03,Beta,CP6,2.1918269848154352e-12
04,gen3,genMusic03,Beta,TP9,6.6319048341803736e-12
04,gen3,genMusic03,Beta,TP10,5.783973647840318e-12
04,gen3,genMusic03,Beta,POz,4.7080152586166e-12
05,classical,classicalMusic,Delta,Fp1,1.723256051945032e-10
05,classical,classicalMusic,Delta,Fp2,1.5606201391688162e-10
05,classical,classicalMusic,Delta,F3,1.0272960742390418e-10
05,classical,classicalMusic,Delta,F4,9.340484509115817e-11
05,classical,classicalMusic,Delta,C3,9.702301090284105e-11
05,classical,classicalMusic,Delta,C4,1.424540128583172e-10
05,classical,classicalMusic,Delta,P3,5.0959497421238365e-11
05,classical,classicalMusic,Delta,P4,1.0383955446004137e-10
05,classical,classicalMusic,Delta,O1,2.956198720576729e-11
05,classical,classicalMusic,Delta,O2,4.4309405000598225e-11
05,classical,classicalMusic,Delta,F7,2.6560078678797067e-10
05,classical,classicalMusic,Delta,F8,3.136922210787605e-10
05,classical,classicalMusic,Delta,T7,2.2868011769180148e-10
05,classical,classicalMusic,Delta,T8,4.1142664258339685e-10
05,classical,classicalMusic,Delta,P7,1.882693682877631e-10
05,classical,classicalMusic,Delta,P8,2.862644615597352e-10
05,classical,classicalMusic,Delta,Fz,1.3917809526913064e-11
05,classical,classicalMusic,Delta,Cz,5.462477866167321e-12
05,classical,classicalMusic,Delta,Pz,7.678466416926758e-12
05,classical,classicalMusic,Delta,Oz,2.268713999993937e-11
05,classical,classicalMusic,Delta,FC1,3.172389356929059e-11
05,classical,classicalMusic,Delta,FC2,3.9188789994363645e-11
05,classical,classicalMusic,Delta,CP1,1.837633450288681e-11
05,classical,classicalMusic,Delta,CP2,4.9545474497157615e-11
05,classical,classicalMusic,Delta,FC5,1.9545101740514344e-10
05,classical,classicalMusic,Delta,FC6,2.511934026884211e-10
05,classical,classicalMusic,Delta,CP5,1.2067207428778532e-10
05,classical,classicalMusic,Delta,CP6,2.339469307387757e-10
05,classical,classicalMusic,Delta,TP9,3.1159418453739013e-10
05,classical,classicalMusic,Delta,TP10,5.477586349334337e-10
05,classical,classicalMusic,Delta,POz,1.9029840841485418e-11
05,classical,classicalMusic,Alpha,Fp1,6.84776103282039e-12
05,classical,classicalMusic,Alpha,Fp2,1.4804670339536675e-11
05,classical,classicalMusic,Alpha,F3,2.380636941315828e-12
05,classical,classicalMusic,Alpha,F4,7.342979296485809e-12
05,classical,classicalMusic,Alpha,C3,3.611099475080728e-12
05,classical,classicalMusic,Alpha,C4,4.0634917866115045e-12
05,classical,classicalMusic,Alpha,P3,6.292362805091256e-12
05,classical,classicalMusic,Alpha,P4,2.2462672952263996e-12
05,classical,classicalMusic,Alpha,O1,1.7988667021211147e-11
05,classical,classicalMusic,Alpha,O2,1.093427553105796e-11
05,classical,classicalMusic,Alpha,F7,7.944897361860329e-12
05,classical,classicalMusic,Alpha,F8,2.0760764793675613e-11
05,classical,classicalMusic,Alpha,T7,1.8870797963964956e-11
05,classical,classicalMusic,Alpha,T8,8.520250339266744e-12
05,classical,classicalMusic,Alpha,P7,2.2476189232954863e-11
05,classical,classicalMusic,Alpha,P8,5.869501199061336e-12
05,classical,classicalMusic,Alpha,Fz,2.9510152403850575e-12
05,classical,classicalMusic,Alpha,Cz,1.4834932581042898e-12
05,classical,classicalMusic,Alpha,Pz,2.109307121901972e-12
05,classical,classicalMusic,Alpha,Oz,1.286156593162457e-11
05,classical,classicalMusic,Alpha,FC1,1.1716421875976997e-12
05,classical,classicalMusic,Alpha,FC2,3.4458262904689697e-12
05,classical,classicalMusic,Alpha,CP1,1.6646929644894568e-12
05,classical,classicalMusic,Alpha,CP2,1.7682236817497427e-12
05,classical,classicalMusic,Alpha,FC5,6.549750274306453e-12
05,classical,classicalMusic,Alpha,FC6,1.078128180821528e-11
05,classical,classicalMusic,Alpha,CP5,9.944990994271857e-12
05,classical,classicalMusic,Alpha,CP6,3.86940098154156e-12
05,classical,classicalMusic,Alpha,TP9,3.7819254039482747e-11
05,classical,classicalMusic,Alpha,TP10,1.5649143448720908e-11
05,classical,classicalMusic,Alpha,POz,4.617840917267918e-12
05,classical,classicalMusic,Beta,Fp1,8.008450805663117e-12
05,classical,classicalMusic,Beta,Fp2,1.898216693644881e-11
05,classical,classicalMusic,Beta,F3,2.482928510095429e-11
05,classical,classicalMusic,Beta,F4,3.509400959874519e-12
05,classical,classicalMusic,Beta,C3,3.259671170731516e-12
05,classical,classicalMusic,Beta,C4,2.342070623467342e-12
05,classical,classicalMusic,Beta,P3,3.4537286553624525e-12
05,classical,classicalMusic,Beta,P4,2.2151062093827295e-12
05,classical,classicalMusic,Beta,O1,5.92236377450432e-12
05,classical,classicalMusic,Beta,O2,4.89164450975912e-12
05,classical,classicalMusic,Beta,F7,3.981655363660768e-12
05,classical,classicalMusic,Beta,F8,6.032993451442854e-12
05,classical,classicalMusic,Beta,T7,6.778350509924487e-12
05,classical,classicalMusic,Beta,T8,3.244783413473398e-12
05,classical,classicalMusic,Beta,P7,7.67541750416136e-12
05,classical,classicalMusic,Beta,P8,4.12198243521371e-12
05,classical,classicalMusic,Beta,Fz,3.666715970497549e-12
05,classical,classicalMusic,Beta,Cz,1.6612833623447706e-12
05,classical,classicalMusic,Beta,Pz,2.3374120816248275e-12
05,classical,classicalMusic,Beta,Oz,4.576275975600064e-12
05,classical,classicalMusic,Beta,FC1,2.1269060565307263e-12
05,classical,classicalMusic,Beta,FC2,2.5032687372479973e-12
05,classical,classicalMusic,Beta,CP1,1.8615148531671504e-12
05,classical,classicalMusic,Beta,CP2,1.969580880182846e-12
05,classical,classicalMusic,Beta,FC5,4.8441759621761985e-12
05,classical,classicalMusic,Beta,FC6,4.1039756571479455e-12
05,classical,classicalMusic,Beta,CP5,4.957305377280594e-12
05,classical,classicalMusic,Beta,CP6,2.954327047432599e-12
05,classical,classicalMusic,Beta,TP9,1.137661400883982e-11
05,classical,classicalMusic,Beta,TP10,4.947275743951376e-12
05,classical,classicalMusic,Beta,POz,3.5535732466342918e-12
05,gen1,genMusic01,Delta,Fp1,2.425273344853361e-10
05,gen1,genMusic01,Delta,Fp2,3.0196875698778845e-10
05,gen1,genMusic01,Delta,F3,7.969409041068921e-11
05,gen1,genMusic01,Delta,F4,1.1052725057893514e-10
05,gen1,genMusic01,Delta,C3,7.000062328058498e-11
05,gen1,genMusic01,Delta,C4,1.1107956201935681e-10
05,gen1,genMusic01,Delta,P3,6.190215141907432e-11
05,gen1,genMusic01,Delta,P4,7.305648174345857e-11
05,gen1,genMusic01,Delta,O1,7.956297185269718e-11
05,gen1,genMusic01,Delta,O2,6.698740491857823e-11
05,gen1,genMusic01,Delta,F7,2.0613903465182333e-10
05,gen1,genMusic01,Delta,F8,3.017439708256274e-10
05,gen1,genMusic01,Delta,T7,1.881155995503982e-10
05,gen1,genMusic01,Delta,T8,3.0973482330778876e-10
05,gen1,genMusic01,Delta,P7,1.930133468755816e-10
05,gen1,genMusic01,Delta,P8,2.0980111171071223e-10
05,gen1,genMusic01,Delta,Fz,2.5948453538468264e-11
05,gen1,genMusic01,Delta,Cz,9.138835699079372e-12
05,gen1,genMusic01,Delta,Pz,1.935351054408906e-11
05,gen1,genMusic01,Delta,Oz,5.756889616938686e-11
05,gen1,genMusic01,Delta,FC1,2.318581901205205e-11
05,gen1,genMusic01,Delta,FC2,4.141214050399789e-11
05,gen1,genMusic01,Delta,CP1,1.9841669607450788e-11
05,gen1,genMusic01,Delta,CP2,3.7412664601580913e-11
05,gen1,genMusic01,Delta,FC5,1.4775841393406695e-10
05,gen1,genMusic01,Delta,FC6,2.1373894855592792e-10
05,gen1,genMusic01,Delta,CP5,1.13093666135686e-10
05,gen1,genMusic01,Delta,CP6,1.6765737471357195e-10
05,gen1,genMusic01,Delta,TP9,3.014273745132995e-10
05,gen1,genMusic01,Delta,TP10,3.874123139742936e-10
05,gen1,genMusic01,Delta,POz,3.11312905906537e-11
05,gen1,genMusic01,Alpha,Fp1,1.3325093630051366e-11
05,gen1,genMusic01,Alpha,Fp2,1.681727014408737e-11
05,gen1,genMusic01,Alpha,F3,5.202397110840309e-12
05,gen1,genMusic01,Alpha,F4,7.725189106471493e-12
05,gen1,genMusic01,Alpha,C3,4.864731910138676e-12
05,gen1,genMusic01,Alpha,C4,4.658041553812539e-12
05,gen1,genMusic01,Alpha,P3,6.813768244349901e-12
05,gen1,genMusic01,Alpha,P4,5.643111621958875e-12
05,gen1,genMusic01,Alpha,O1,1.9801110206601153e-11
05,gen1,genMusic01,Alpha,O2,1.6014788075161427e-11
05,gen1,genMusic01,Alpha,F7,1.3709994262375186e-11
05,gen1,genMusic01,Alpha,F8,1.914704421281102e-11
05,gen1,genMusic01,Alpha,T7,2.043278887958268e-11
05,gen1,genMusic01,Alpha,T8,1.178458225134228e-11
05,gen1,genMusic01,Alpha,P7,2.4359905500137413e-11
05,gen1,genMusic01,Alpha,P8,1.2136998884544228e-11
05,gen1,genMusic01,Alpha,Fz,4.966792010634177e-12
05,gen1,genMusic01,Alpha,Cz,1.6053273883630797e-12
05,gen1,genMusic01,Alpha,Pz,3.5906310728101894e-12
05,gen1,genMusic01,Alpha,Oz,1.7148930536141518e-11
05,gen1,genMusic01,Alpha,FC1,2.1300349102201315e-12
05,gen1,genMusic01,Alpha,FC2,3.4970714991067413e-12
05,gen1,genMusic01,Alpha,CP1,1.821200986423932e-12
05,gen1,genMusic01,Alpha,CP2,2.9338036816289672e-12
05,gen1,genMusic01,Alpha,FC5,1.0351885671142812e-11
05,gen1,genMusic01,Alpha,FC6,1.0922000371299654e-11
05,gen1,genMusic01,Alpha,CP5,1.0747531811734384e-11
05,gen1,genMusic01,Alpha,CP6,7.82127287141752e-12
05,gen1,genMusic01,Alpha,TP9,4.055980506739071e-11
05,gen1,genMusic01,Alpha,TP10,2.617532882662306e-11
05,gen1,genMusic01,Alpha,POz,8.037250802258817e-12
05,gen1,genMusic01,Beta,Fp1,2.4724758616703403e-12
05,gen1,genMusic01,Beta,Fp2,3.4413998046586018e-12
05,gen1,genMusic01,Beta,F3,8.535313287810184e-13
05,gen1,genMusic01,Beta,F4,1.2242392420458135e-12
05,gen1,genMusic01,Beta,C3,6.692585164256364e-13
05,gen1,genMusic01,Beta,C4,5.32283994104698e-13
05,gen1,genMusic01,Beta,P3,1.444164798656441e-12
05,gen1,genMusic01,Beta,P4,1.2528150983340192e-12
05,gen1,genMusic01,Beta,O1,3.910863883923219e-12
05,gen1,genMusic01,Beta,O2,3.3121070181066985e-12
05,gen1,genMusic01,Beta,F7,1.3069462921797687e-12
05,gen1,genMusic01,Beta,F8,2.244869918233371e-12
05,gen1,genMusic01,Beta,T7,2.5871821973126755e-12
05,gen1,genMusic01,Beta,T8,1.3981840415818723e-12
05,gen1,genMusic01,Beta,P7,3.690317776962079e-12
05,gen1,genMusic01,Beta,P8,2.0699898167903197e-12
05,gen1,genMusic01,Beta,Fz,8.251681163594792e-13
05,gen1,genMusic01,Beta,Cz,2.357802822736366e-13
05,gen1,genMusic01,Beta,Pz,7.905975755258469e-13
05,gen1,genMusic01,Beta,Oz,3.6371365056928258e-12
05,gen1,genMusic01,Beta,FC1,3.65793473198806e-13
05,gen1,genMusic01,Beta,FC2,5.380393119563928e-13
05,gen1,genMusic01,Beta,CP1,3.482660907646434e-13
05,gen1,genMusic01,Beta,CP2,3.994256691378992e-13
05,gen1,genMusic01,Beta,FC5,1.2543846618752505e-12
05,gen1,genMusic01,Beta,FC6,1.1627191113497468e-12
05,gen1,genMusic01,Beta,CP5,1.8539560422369e-12
05,gen1,genMusic01,Beta,CP6,1.638992257307591e-12
05,gen1,genMusic01,Beta,TP9,5.414232691416301e-12
05,gen1,genMusic01,Beta,TP10,2.965827516687677e-12
05,gen1,genMusic01,Beta,POz,2.5468955346217025e-12
05,gen2,genMusic02,Delta,Fp1,4.8492530239323874e-11
05,gen2,genMusic02,Delta,Fp2,5.897115748186663e-11
05,gen2,genMusic02,Delta,F3,3.869207779952802e-11
05,gen2,genMusic02,Delta,F4,4.7599102373731214e-11
05,gen2,genMusic02,Delta,C3,4.110383266572094e-11
05,gen2,genMusic02,Delta,C4,5.5066932653546364e-11
05,gen2,genMusic02,Delta,P3,2.9122082907510104e-11
05,gen2,genMusic02,Delta,P4,3.5398289173590194e-11
05,gen2,genMusic02,Delta,O1,3.2248785215232035e-11
05,gen2,genMusic02,Delta,O2,2.3672565914350216e-11
05,gen2,genMusic02,Delta,F7,1.0211988013313762e-10
05,gen2,genMusic02,Delta,F8,1.3535858925965274e-10
05,gen2,genMusic02,Delta,T7,2.1449869407931472e-10
05,gen2,genMusic02,Delta,T8,1.471262571194277e-10
05,gen2,genMusic02,Delta,P7,9.913268945233492e-11
05,gen2,genMusic02,Delta,P8,9.917635368208902e-11
05,gen2,genMusic02,Delta,Fz,9.186757560605929e-12
05,gen2,genMusic02,Delta,Cz,2.483054376838245e-12
05,gen2,genMusic02,Delta,Pz,4.702020213826358e-12
05,gen2,genMusic02,Delta,Oz,1.9740547879442407e-11
05,gen2,genMusic02,Delta,FC1,1.3102578987771028e-11
05,gen2,genMusic02,Delta,FC2,1.8487430229549042e-11
05,gen2,genMusic02,Delta,CP1,9.262258605296737e-12
05,gen2,genMusic02,Delta,CP2,1.7539872349283203e-11
05,gen2,genMusic02,Delta,FC5,8.036512699750848e-11
05,gen2,genMusic02,Delta,FC6,1.0501815285997623e-10
05,gen2,genMusic02,Delta,CP5,5.778063439589352e-11
05,gen2,genMusic02,Delta,CP6,8.347599782367902e-11
05,gen2,genMusic02,Delta,TP9,1.4750733920563564e-10
05,gen2,genMusic02,Delta,TP10,1.735654919040039e-10
05,gen2,genMusic02,Delta,POz,1.1349473028978644e-11
05,gen2,genMusic02,Alpha,Fp1,6.307638794699534e-12
05,gen2,genMusic02,Alpha,Fp2,1.2448443671131367e-11
05,gen2,genMusic02,Alpha,F3,2.0187279299783258e-12
05,gen2,genMusic02,Alpha,F4,6.1180718133855124e-12
05,gen2,genMusic02,Alpha,C3,2.454892470635956e-12
05,gen2,genMusic02,Alpha,C4,3.3123286257188477e-12
05,gen2,genMusic02,Alpha,P3,4.869729844154771e-12
05,gen2,genMusic02,Alpha,P4,2.2678798012841544e-12
05,gen2,genMusic02,Alpha,O1,1.48220493403342e-11
05,gen2,genMusic02,Alpha,O2,9.182273559634151e-12
05,gen2,genMusic02,Alpha,F7,5.611038464735872e-12
05,gen2,genMusic02,Alpha,F8,1.4683420331332117e-11
05,gen2,genMusic02,Alpha,T7,1.8425867553315465e-11
05,gen2,genMusic02,Alpha,T8,5.999018791244945e-12
05,gen2,genMusic02,Alpha,P7,1.672052572731177e-11
05,gen2,genMusic02,Alpha,P8,4.8014565896690114e-12
05,gen2,genMusic02,Alpha,Fz,2.8417811560623876e-12
05,gen2,genMusic02,Alpha,Cz,1.2116071076000039e-12
05,gen2,genMusic02,Alpha,Pz,2.624589773170274e-12
05,gen2,genMusic02,Alpha,Oz,1.1371559768368718e-11
05,gen2,genMusic02,Alpha,FC1,9.631024380344041e-13
05,gen2,genMusic02,Alpha,FC2,2.84309962936425e-12
